FrequeE-9cy(Hz)	Temperature(C)	D-Factor(D)	CapacitaE-9ce(F)	ImpedaE-9ce(Ohm)
45000	114	0.014407	0.353107n	10.015140K
45000	116	0.014496	0.347080n	10.189010K
45000	118	0.014634	0.341193n	10.364790K
45000	120	0.014722	0.335472n	10.541560K
45000	122	0.014988	0.329952n	10.717860K
45000	124	0.015246	0.324626n	10.893670K
45000	126	0.015250	0.319588n	11.065400K
45000	128	0.015259	0.314473n	11.245370K
45000	130	0.016169	0.309717n	11.417890K
45000	132	0.015025	0.304884n	11.599080K
45000	134	0.014724	0.300360n	11.773830K
45000	136	0.014526	0.295811n	11.954960K
45000	138	0.014231	0.291549n	12.129760K
45000	140	0.013369	0.287299n	12.309360K
45000	142	0.013078	0.283135n	12.490430K
45000	144	0.012893	0.279163n	12.668150K
45000	146	0.012632	0.275246n	12.848490K
45000	148	0.012507	0.271482n	13.026670K
45000	150	0.014120	0.267675n	13.211640K
45000	152	0.016907	0.264057n	13.392060K
45000	154	0.018689	0.260591n	13.569800K
45000	156	0.018819	0.257086n	13.754730K
45000	158	0.019266	0.253829n	13.931130K
45000	160	0.022691	0.250529n	14.113590K
45000	162	0.022640	0.247411n	14.291510K
45000	164	0.021310	0.244277n	14.475290K
45000	166	0.019561	0.241339n	14.651960K
45000	168	0.017543	0.238310n	14.838760K
45000	170	0.015733	0.235467n	15.018390K
45000	172	0.014164	0.232660n	15.199940K
45000	174	0.012831	0.229912n	15.381870K
45000	176	0.011971	0.227188n	15.566520K
45000	178	0.011152	0.224576n	15.747730K
45000	180	0.010603	0.221992n	15.931110K
45000	182	0.010227	0.219455n	16.115350K
45000	184	9.938528m	0.217037n	16.294950K
45000	186	9.739445m	0.214588n	16.480930K
45000	188	9.730558m	0.212230n	16.664000K
45000	190	9.746432m	0.209922n	16.847270K
45000	192	9.781709m	0.207666n	17.030280K
45000	194	9.914726m	0.205437n	17.214990K
45000	196	0.010149	0.203309n	17.395160K
45000	198	0.010414	0.201151n	17.581770K
45000	200	0.010741	0.199072n	17.765270K
50000	26	0.031810	1.171898n	2.714818K
50000	28	0.031925	1.142605n	2.784404K
50000	30	0.031369	1.115293n	2.852642K
50000	32	0.026265	1.082314n	2.939998K
50000	34	0.024105	1.043601n	3.049224K
50000	36	0.022340	1.013966n	3.138473K
50000	38	0.021932	0.979517n	3.248882K
50000	40	0.021542	0.947670n	3.358089K
50000	42	0.021100	0.915567n	3.475869K
50000	44	0.020669	0.884375n	3.598494K
50000	46	0.020709	0.854700n	3.723431K
50000	48	0.020382	0.825314n	3.856031K
50000	50	0.020598	0.797740n	3.989302K
50000	52	0.020641	0.770480n	4.130438K
50000	54	0.020176	0.745908n	4.266545K
50000	56	0.020023	0.721154n	4.413013K
50000	58	0.020141	0.698328n	4.557245K
50000	60	0.020090	0.676486n	4.704394K
50000	62	0.020430	0.655670n	4.853718K
50000	64	0.020329	0.635486n	5.007889K
50000	66	0.019946	0.617536n	5.153491K
50000	68	0.019591	0.600014n	5.304019K
50000	70	0.019474	0.582421n	5.464251K
50000	72	0.019279	0.566109n	5.621720K
50000	74	0.019402	0.549896n	5.787464K
50000	76	0.018911	0.534826n	5.950573K
50000	78	0.018601	0.520375n	6.115880K
50000	80	0.016897	0.506348n	6.285487K
50000	82	0.016394	0.493371n	6.450871K
50000	84	0.016106	0.481281n	6.612943K
50000	86	0.015829	0.469312n	6.781634K
50000	88	0.015608	0.458745n	6.937859K
50000	90	0.014902	0.447522n	7.111931K
50000	92	0.014753	0.438263n	7.262199K
50000	94	0.014535	0.428571n	7.426447K
50000	96	0.014180	0.419312n	7.590473K
50000	98	0.014217	0.410953n	7.744876K
50000	100	0.014241	0.402256n	7.912315K
50000	102	0.014222	0.394595n	8.065929K
50000	104	0.013951	0.386837n	8.227731K
50000	106	0.014405	0.379580n	8.384966K
50000	108	0.014987	0.372306n	8.548720K
50000	110	0.015155	0.365584n	8.705892K
50000	112	0.015305	0.358953n	8.866688K
50000	114	0.015338	0.352846n	9.020150K
50000	116	0.015460	0.346827n	9.176669K
50000	118	0.015625	0.340945n	9.334957K
50000	120	0.015728	0.335228n	9.494165K
50000	122	0.016001	0.329724n	9.652604K
50000	124	0.016299	0.324398n	9.811038K
50000	126	0.016322	0.319379n	9.965202K
50000	128	0.016311	0.314264n	10.127400K
50000	130	0.017529	0.309504n	10.282940K
50000	132	0.016080	0.304685n	10.445820K
50000	134	0.015829	0.300186n	10.602430K
50000	136	0.015599	0.295636n	10.765630K
50000	138	0.015280	0.291390n	10.922580K
50000	140	0.014342	0.287134n	11.084610K
50000	142	0.014046	0.282986n	11.247150K
50000	144	0.013845	0.279016n	11.407200K
50000	146	0.013526	0.275108n	11.569320K
50000	148	0.013417	0.271350n	11.729520K
50000	150	0.015272	0.267540n	11.896290K
50000	152	0.018352	0.263923n	12.058690K
50000	154	0.020342	0.260451n	12.218980K
50000	156	0.020522	0.256954n	12.385220K
50000	158	0.020951	0.253711n	12.543440K
50000	160	0.024747	0.250400n	12.708170K
50000	162	0.024656	0.247284n	12.868340K
50000	164	0.023172	0.244153n	13.033840K
50000	166	0.021214	0.241220n	13.192890K
50000	168	0.018965	0.238207n	13.360310K
50000	170	0.016898	0.235365n	13.522200K
50000	172	0.015134	0.232545n	13.686540K
50000	174	0.013648	0.229822n	13.848970K
50000	176	0.012655	0.227092n	14.015680K
50000	178	0.011689	0.224481n	14.178850K
50000	180	0.011081	0.221899n	14.343940K
50000	182	0.010570	0.219363n	14.509810K
50000	184	0.010273	0.216949n	14.671330K
50000	186	0.010007	0.214498n	14.839030K
50000	188	9.889475m	0.212151n	15.003210K
50000	190	9.862824m	0.209829n	15.169190K
50000	192	9.885047m	0.207577n	15.333770K
50000	194	9.944408m	0.205361n	15.499270K
50000	196	0.010081	0.203223n	15.662300K
50000	198	0.010317	0.201069n	15.830040K
50000	200	0.010579	0.198993n	15.995150K
55000	26	0.032773	1.170388n	2.471123K
55000	28	0.032885	1.140780n	2.535246K
55000	30	0.032366	1.113505n	2.597392K
55000	32	0.026893	1.080794n	2.676436K
55000	34	0.024642	1.042111n	2.775951K
55000	36	0.022752	1.012597n	2.856990K
55000	38	0.022341	0.978197n	2.957486K
55000	40	0.022009	0.946399n	3.056879K
55000	42	0.021505	0.914323n	3.164154K
55000	44	0.021112	0.883170n	3.275790K
55000	46	0.021140	0.853583n	3.389335K
55000	48	0.020819	0.824248n	3.509984K
55000	50	0.021237	0.796748n	3.631105K
55000	52	0.021036	0.769483n	3.759768K
55000	54	0.020650	0.744938n	3.883690K
55000	56	0.020496	0.720263n	4.016754K
55000	58	0.020668	0.697434n	4.148218K
55000	60	0.020621	0.675626n	4.282121K
55000	62	0.020907	0.654901n	4.417607K
55000	64	0.020800	0.634732n	4.557988K
55000	66	0.020371	0.616832n	4.690292K
55000	68	0.020187	0.599339n	4.827215K
55000	70	0.020107	0.581743n	4.973235K
55000	72	0.019904	0.565446n	5.116584K
55000	74	0.020088	0.549266n	5.267290K
55000	76	0.019574	0.534212n	5.415766K
55000	78	0.019309	0.519779n	5.566193K
55000	80	0.017475	0.505790n	5.720335K
55000	82	0.016987	0.492836n	5.870731K
55000	84	0.016719	0.480774n	6.018057K
55000	86	0.016454	0.468824n	6.171475K
55000	88	0.016269	0.458277n	6.313519K
55000	90	0.015545	0.447079n	6.471729K
55000	92	0.015418	0.437847n	6.608200K
55000	94	0.015204	0.428175n	6.757494K
55000	96	0.014848	0.418935n	6.906580K
55000	98	0.014914	0.410599n	7.046790K
55000	100	0.014968	0.401918n	7.198996K
55000	102	0.014971	0.394273n	7.338577K
55000	104	0.014700	0.386530n	7.485620K
55000	106	0.015152	0.379287n	7.628499K
55000	108	0.015835	0.372014n	7.777558K
55000	110	0.016007	0.365313n	7.920213K
55000	112	0.016155	0.358686n	8.066515K
55000	114	0.016225	0.352588n	8.206027K
55000	116	0.016347	0.346578n	8.348309K
55000	118	0.016545	0.340697n	8.492381K
55000	120	0.016649	0.335004n	8.636695K
55000	122	0.016961	0.329498n	8.780954K
55000	124	0.017276	0.324170n	8.925241K
55000	126	0.017340	0.319164n	9.065224K
55000	128	0.017354	0.314063n	9.212459K
55000	130	0.018760	0.309302n	9.354036K
55000	132	0.017128	0.304513n	9.501391K
55000	134	0.016861	0.299999n	9.644403K
55000	136	0.016608	0.295476n	9.792081K
55000	138	0.016266	0.291224n	9.935100K
55000	140	0.015265	0.286983n	10.082100K
55000	142	0.014944	0.282837n	10.229940K
55000	144	0.014741	0.278875n	10.375300K
55000	146	0.014411	0.274977n	10.522430K
55000	148	0.014291	0.271215n	10.668420K
55000	150	0.016522	0.267413n	10.819760K
55000	152	0.019672	0.263798n	10.967350K
55000	154	0.021837	0.260330n	11.112960K
55000	156	0.022078	0.256829n	11.264390K
55000	158	0.022590	0.253583n	11.408460K
55000	160	0.026739	0.250267n	11.558400K
55000	162	0.026662	0.247154n	11.704050K
55000	164	0.024913	0.244034n	11.854190K
55000	166	0.022764	0.241120n	11.998070K
55000	168	0.020294	0.238109n	12.150450K
55000	170	0.017971	0.235268n	12.297700K
55000	172	0.016099	0.232460n	12.446670K
55000	174	0.014376	0.229730n	12.594910K
55000	176	0.013304	0.227014n	12.745790K
55000	178	0.012211	0.224401n	12.894360K
55000	180	0.011462	0.221817n	13.044680K
55000	182	0.010939	0.219271n	13.196240K
55000	184	0.010571	0.216872n	13.342250K
55000	186	0.010227	0.214419n	13.494940K
55000	188	0.010080	0.212074n	13.644200K
55000	190	9.962416m	0.209756n	13.795020K
55000	192	9.939026m	0.207506n	13.944560K
55000	194	9.933323m	0.205284n	14.095500K
55000	196	0.010012	0.203152n	14.243440K
55000	198	0.010204	0.200990n	14.396620K
55000	200	0.010417	0.198913n	14.546920K
60000	26	0.033644	1.169238n	2.267353K
60000	28	0.033806	1.139262n	2.327005K
60000	30	0.033329	1.112089n	2.383899K
60000	32	0.027360	1.079466n	2.456386K
60000	34	0.025027	1.040915n	2.547521K
60000	36	0.023051	1.011476n	2.621791K
60000	38	0.022695	0.977129n	2.713970K
60000	40	0.022267	0.945364n	2.805187K
60000	42	0.021815	0.913345n	2.903557K
60000	44	0.021440	0.882246n	3.005933K
60000	46	0.021493	0.852618n	3.110385K
60000	48	0.021194	0.823368n	3.220902K
60000	50	0.021526	0.795869n	3.332167K
60000	52	0.021493	0.768694n	3.449967K
60000	54	0.021037	0.744217n	3.563468K
60000	56	0.020850	0.719515n	3.685824K
60000	58	0.021134	0.696793n	3.805998K
60000	60	0.021058	0.674991n	3.928930K
60000	62	0.021362	0.654271n	4.053333K
60000	64	0.021309	0.634114n	4.182183K
60000	66	0.020940	0.616237n	4.303542K
60000	68	0.020489	0.598755n	4.429229K
60000	70	0.020430	0.581153n	4.563391K
60000	72	0.020261	0.564869n	4.694965K
60000	74	0.020892	0.548747n	4.832837K
60000	76	0.020321	0.533744n	4.968739K
60000	78	0.020124	0.519300n	5.106960K
60000	80	0.018164	0.505331n	5.248331K
60000	82	0.017666	0.492397n	5.386245K
60000	84	0.017419	0.480369n	5.521128K
60000	86	0.017204	0.468428n	5.661900K
60000	88	0.017059	0.457905n	5.792027K
60000	90	0.016272	0.446721n	5.937109K
60000	92	0.016213	0.437514n	6.062051K
60000	94	0.015976	0.427878n	6.198601K
60000	96	0.015586	0.418630n	6.335574K
60000	98	0.015722	0.410334n	6.463656K
60000	100	0.015817	0.401659n	6.603245K
60000	102	0.015830	0.394026n	6.731149K
60000	104	0.015522	0.386306n	6.865698K
60000	106	0.016023	0.379078n	6.996555K
60000	108	0.016817	0.371804n	7.133357K
60000	110	0.016940	0.365116n	7.263991K
60000	112	0.017134	0.358503n	7.397962K
60000	114	0.017203	0.352390n	7.526289K
60000	116	0.017342	0.346396n	7.656515K
60000	118	0.017558	0.340534n	7.788282K
60000	120	0.017623	0.334841n	7.920691K
60000	122	0.018021	0.329348n	8.052745K
60000	124	0.018390	0.324023n	8.185021K
60000	126	0.018472	0.319014n	8.313527K
60000	128	0.018479	0.313925n	8.448298K
60000	130	0.020091	0.309175n	8.577822K
60000	132	0.018251	0.304388n	8.713025K
60000	134	0.018058	0.299890n	8.843741K
60000	136	0.017770	0.295364n	8.979305K
60000	138	0.017439	0.291113n	9.110495K
60000	140	0.016267	0.286887n	9.244873K
60000	142	0.015983	0.282735n	9.380652K
60000	144	0.015740	0.278778n	9.513844K
60000	146	0.015391	0.274890n	9.648466K
60000	148	0.015254	0.271134n	9.782159K
60000	150	0.017830	0.267333n	9.920825K
60000	152	0.021223	0.263707n	10.056590K
60000	154	0.023556	0.260238n	10.190070K
60000	156	0.023688	0.256746n	10.328650K
60000	158	0.024481	0.253492n	10.461050K
60000	160	0.028988	0.250179n	10.598330K
60000	162	0.028811	0.247068n	10.731810K
60000	164	0.026823	0.243955n	10.869300K
60000	166	0.024470	0.241048n	11.001100K
60000	168	0.021791	0.238027n	11.141420K
60000	170	0.019220	0.235213n	11.275270K
60000	172	0.017141	0.232405n	11.411930K
60000	174	0.015311	0.229681n	11.547640K
60000	176	0.014129	0.226956n	11.686480K
60000	178	0.012921	0.224348n	11.822520K
60000	180	0.012087	0.221777n	11.959720K
60000	182	0.011455	0.219238n	12.098330K
60000	184	0.011021	0.216827n	12.232890K
60000	186	0.010632	0.214392n	12.371900K
60000	188	0.010404	0.212038n	12.509240K
60000	190	0.010266	0.209719n	12.647600K
60000	192	0.010217	0.207466n	12.784940K
60000	194	0.010179	0.205260n	12.922390K
60000	196	0.010206	0.203124n	13.058240K
60000	198	0.010347	0.200954n	13.199230K
60000	200	0.010503	0.198862n	13.338110K
65000	26	0.034830	1.168042n	2.095004K
65000	28	0.034974	1.137800n	2.150674K
65000	30	0.034486	1.110593n	2.203399K
65000	32	0.028229	1.078180n	2.270085K
65000	34	0.025717	1.039717n	2.354224K
65000	36	0.023658	1.010368n	2.422736K
65000	38	0.023312	0.976118n	2.507762K
65000	40	0.022913	0.944308n	2.592262K
65000	42	0.022457	0.912358n	2.683070K
65000	44	0.022050	0.881328n	2.777559K
65000	46	0.022199	0.851747n	2.874015K
65000	48	0.021843	0.822508n	2.976209K
65000	50	0.022240	0.795033n	3.079035K
65000	52	0.022195	0.767921n	3.187745K
65000	54	0.021648	0.743440n	3.292748K
65000	56	0.021493	0.718762n	3.405815K
65000	58	0.021847	0.696063n	3.516857K
65000	60	0.021833	0.674297n	3.630383K
65000	62	0.022103	0.653568n	3.745502K
65000	64	0.022018	0.633494n	3.864194K
65000	66	0.021644	0.615613n	3.976465K
65000	68	0.021230	0.598132n	4.092717K
65000	70	0.021187	0.580546n	4.216700K
65000	72	0.021009	0.564296n	4.338144K
65000	74	0.021263	0.548145n	4.465938K
65000	76	0.020686	0.533134n	4.591747K
65000	78	0.020485	0.518755n	4.719039K
65000	80	0.018710	0.504807n	4.849590K
65000	82	0.018217	0.491911n	4.976774K
65000	84	0.018032	0.479864n	5.101738K
65000	86	0.017848	0.467986n	5.231240K
65000	88	0.017679	0.457453n	5.351707K
65000	90	0.016897	0.446300n	5.485528K
65000	92	0.016858	0.437095n	5.601046K
65000	94	0.016655	0.427508n	5.726673K
65000	96	0.016235	0.418286n	5.852966K
65000	98	0.016422	0.409977n	5.971565K
65000	100	0.016534	0.401321n	6.100358K
65000	102	0.016556	0.393691n	6.218581K
65000	104	0.016223	0.385986n	6.342750K
65000	106	0.016837	0.378772n	6.463498K
65000	108	0.017627	0.371512n	6.589721K
65000	110	0.017790	0.364828n	6.710419K
65000	112	0.018003	0.358240n	6.833804K
65000	114	0.018077	0.352141n	6.952151K
65000	116	0.018255	0.346161n	7.072234K
65000	118	0.018428	0.340289n	7.194225K
65000	120	0.018636	0.334600n	7.316544K
65000	122	0.019014	0.329126n	7.438170K
65000	124	0.019360	0.323803n	7.560385K
65000	126	0.019477	0.318813n	7.678707K
65000	128	0.019557	0.313708n	7.803665K
65000	130	0.021381	0.308953n	7.923461K
65000	132	0.019318	0.304199n	8.047626K
65000	134	0.019095	0.299697n	8.168556K
65000	136	0.018755	0.295190n	8.293323K
65000	138	0.018429	0.290963n	8.413858K
65000	140	0.017260	0.286731n	8.538246K
65000	142	0.016876	0.282598n	8.663144K
65000	144	0.016664	0.278638n	8.786316K
65000	146	0.016291	0.274749n	8.910730K
65000	148	0.016124	0.270998n	9.034082K
65000	150	0.019018	0.267180n	9.162735K
65000	152	0.022642	0.263566n	9.287648K
65000	154	0.025163	0.260110n	9.410515K
65000	156	0.025283	0.256621n	9.538397K
65000	158	0.026100	0.253371n	9.660536K
65000	160	0.030960	0.250041n	9.787846K
65000	162	0.030747	0.246929n	9.911250K
65000	164	0.028619	0.243834n	10.037680K
65000	166	0.026097	0.240915n	10.160020K
65000	168	0.023179	0.237925n	10.288470K
65000	170	0.020350	0.235116n	10.412010K
65000	172	0.018150	0.232309n	10.538290K
65000	174	0.016126	0.229580n	10.663900K
65000	176	0.014780	0.226876n	10.791220K
65000	178	0.013447	0.224260n	10.917320K
65000	180	0.012608	0.221689n	11.044030K
65000	182	0.011925	0.219144n	11.172420K
65000	184	0.011355	0.216745n	11.296150K
65000	186	0.010936	0.214304n	11.424830K
65000	188	0.010595	0.211947n	11.551950K
65000	190	0.010433	0.209638n	11.679170K
65000	192	0.010264	0.207378n	11.806490K
65000	194	0.010276	0.205171n	11.933510K
65000	196	0.010265	0.203040n	12.058760K
65000	198	0.010342	0.200879n	12.188440K
65000	200	0.010516	0.198806n	12.315530K
70000	26	0.036048	1.166981n	1.947046K
70000	28	0.036122	1.136485n	1.999283K
70000	30	0.035813	1.109377n	2.048164K
70000	32	0.029033	1.077116n	2.109971K
70000	34	0.026431	1.038699n	2.188163K
70000	36	0.024277	1.009391n	2.251825K
70000	38	0.023968	0.975159n	2.330892K
70000	40	0.023532	0.943419n	2.409333K
70000	42	0.023087	0.911520n	2.493677K
70000	44	0.022692	0.880521n	2.581493K
70000	46	0.022870	0.851005n	2.671019K
70000	48	0.022512	0.821800n	2.765961K
70000	50	0.022962	0.794366n	2.861456K
70000	52	0.022933	0.767239n	2.962630K
70000	54	0.022301	0.742799n	3.060146K
70000	56	0.022198	0.718160n	3.165144K
70000	58	0.022538	0.695447n	3.268493K
70000	60	0.022516	0.673718n	3.373911K
70000	62	0.022896	0.653062n	3.480602K
70000	64	0.022770	0.632961n	3.591137K
70000	66	0.022426	0.615112n	3.695382K
70000	68	0.021964	0.597646n	3.803411K
70000	70	0.021921	0.580067n	3.918679K
70000	72	0.021701	0.563818n	4.031634K
70000	74	0.022028	0.547690n	4.150324K
70000	76	0.021409	0.532695n	4.267208K
70000	78	0.021210	0.518315n	4.385610K
70000	80	0.019001	0.504373n	4.507044K
70000	82	0.018512	0.491476n	4.625357K
70000	84	0.018299	0.479462n	4.741277K
70000	86	0.018386	0.467589n	4.861659K
70000	88	0.018313	0.457101n	4.973219K
70000	90	0.017470	0.445951n	5.097634K
70000	92	0.017421	0.436776n	5.204718K
70000	94	0.017245	0.427164n	5.321857K
70000	96	0.016893	0.417957n	5.439118K
70000	98	0.017073	0.409682n	5.548969K
70000	100	0.017175	0.401035n	5.668593K
70000	102	0.017245	0.393433n	5.778126K
70000	104	0.016921	0.385732n	5.893518K
70000	106	0.017542	0.378509n	6.005912K
70000	108	0.018472	0.371273n	6.122869K
70000	110	0.018630	0.364602n	6.234876K
70000	112	0.018853	0.358000n	6.349825K
70000	114	0.018915	0.351940n	6.459159K
70000	116	0.019132	0.345942n	6.571133K
70000	118	0.019380	0.340093n	6.684114K
70000	120	0.019563	0.334405n	6.797775K
70000	122	0.019967	0.328927n	6.910917K
70000	124	0.020380	0.323618n	7.024241K
70000	126	0.020474	0.318632n	7.134133K
70000	128	0.020577	0.313543n	7.249926K
70000	130	0.022681	0.308794n	7.361099K
70000	132	0.020355	0.304042n	7.476510K
70000	134	0.020045	0.299547n	7.588722K
70000	136	0.019760	0.295033n	7.704900K
70000	138	0.019405	0.290805n	7.816985K
70000	140	0.018157	0.286592n	7.932059K
70000	142	0.017755	0.282457n	8.048251K
70000	144	0.017512	0.278513n	8.162237K
70000	146	0.017132	0.274639n	8.277432K
70000	148	0.017051	0.270895n	8.391867K
70000	150	0.020237	0.267078n	8.511279K
70000	152	0.023953	0.263454n	8.627658K
70000	154	0.026685	0.259998n	8.741746K
70000	156	0.026868	0.256494n	8.861128K
70000	158	0.027738	0.253259n	8.974097K
70000	160	0.032994	0.249921n	9.092510K
70000	162	0.032707	0.246814n	9.207041K
70000	164	0.030517	0.243719n	9.324605K
70000	166	0.027663	0.240821n	9.437593K
70000	168	0.024506	0.237835n	9.556899K
70000	170	0.021461	0.235020n	9.672024K
70000	172	0.019061	0.232219n	9.789169K
70000	174	0.016972	0.229511n	9.905028K
70000	176	0.015472	0.226792n	10.024050K
70000	178	0.014018	0.224199n	10.140170K
70000	180	0.013061	0.221619n	10.258370K
70000	182	0.012308	0.219082n	10.377230K
70000	184	0.011715	0.216676n	10.492540K
70000	186	0.011237	0.214234n	10.612220K
70000	188	0.010907	0.211896n	10.729360K
70000	190	0.010650	0.209586n	10.847640K
70000	192	0.010532	0.207327n	10.965860K
70000	194	0.010370	0.205105n	11.084670K
70000	196	0.010349	0.202978n	11.200820K
70000	198	0.010396	0.200823n	11.321010K
70000	200	0.010483	0.198738n	11.439770K
75000	26	0.037474	1.166715n	1.817572K
75000	28	0.037239	1.134868n	1.868566K
75000	30	0.037050	1.107980n	1.913939K
75000	32	0.029787	1.076026n	1.971267K
75000	34	0.027267	1.037739n	2.044127K
75000	36	0.024667	1.008610n	2.103296K
75000	38	0.024857	0.973917n	2.178227K
